,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,,
124,12/07/2015,28/07/2024,3304 days,60.46511627906976,1956.3667478179889,10000,-80.43633252,-57.25003197,-71.60556071,16.096118090379385,0,0,0,-80.78551228,-80.78551228,3234 days,3234 days,38,23.684210526315788,18.835410912911055,-30.07066246,-4.233925931,231 days,46 days,0.33403995200087244,-3.820902996,-3.049318134,SSLStrategy,,
235,23/03/1980,28/07/2024,16198 days,71.36069114470843,2026.938926363517,71553.57188405092,-79.73061074,5118.196435975631,-22.24803406,49.73929815883838,0,0,0,-97.16724285,-14.39934772,8666 days,463 days,205,35.609756097560975,3514.1222228869437,-17.409388,30.626737398050086,245 days,50 days,47.765169716946694,170.54018714722562,4.652433305295483,SSLStrategy,,
111,23/03/1980,28/07/2024,16198 days,74.21166306695464,2124.6185691534897,26732.07413257476,-78.75381431,3668.213558974437,-21.66891376,57.267401997231595,0,0,0,-94.25471997,-15.68039205,8988 days,636 days,195,43.58974358974359,3627.309679863807,-30.89166352,52.04162623533366,322 days,55 days,69.82088673057048,264.93075612363987,5.571976791220782,SSLStrategy,,
109,23/03/1980,28/07/2024,16198 days,68.42332613390928,2126.734255891992,38205.105720068204,-78.73265744,9877.716077587651,-21.65662058,70.45320335162702,0,0,0,-94.69878632,-23.01054123,8890 days,994 days,184,34.78260869565217,107.4255905206773,-26.2041691,-0.842627871,294 days,54 days,1.0975566265034453,0.5106994534829734,-0.290434224,SSLStrategy,,
211,23/03/1980,28/07/2024,16198 days,72.35421166306696,2228.744843,25669.83247515677,-77.71255157,2322.7778758678933,-21.0757653,46.973724321568035,0,0,0,-93.51262191,-20.85715056,9772 days,1043 days,186,46.236559139784944,2163.4947620060802,-25.81347643,44.40385194301002,266 days,57 days,53.36097257677785,171.54730812518494,5.739472234001081,SSLStrategy,,
125,24/11/1991,28/07/2024,11935 days,73.21219226260258,2240.011777982702,12764.142590608597,-77.59988222,370.2500194460165,-27.39181898,44.53864054739595,0,0,0,-85.14580679,-16.1216146,11494 days,1948 days,135,40.74074074074074,35.212966823392435,-36.63505941,-1.105644056,315 days,58 days,0.8145666556148033,-0.664562673,-1.13151113,SSLStrategy,,
236,10/07/2005,28/07/2024,6958 days,66.4321608,2302.247819147104,22956.511039876936,-76.97752181,8.338498807,-41.65339599,50.73484650851393,0,0,0,-89.9712643,-14.00491126,5019 days,394 days,82,34.146341463414636,87.77543835342018,-18.16075959,-1.781382197,245 days,50 days,0.8424449795882986,-0.823279515,-0.627801331,SSLStrategy,,
162,10/12/1995,28/07/2024,10458 days,63.14381271,2308.093968381881,114046.99665740013,-76.91906032,-81.3333338,-30.08986371,398.34443920550126,0,0,0,-98.61713824,-29.23791547,6867 days,732 days,118,33.05084745762712,1138.5580668597681,-62.56684662,-1.269509283,231 days,49 days,2.169929493178317,11.96025116670695,-0.113424625,SSLStrategy,,
81,4/06/1972,28/07/2024,19047 days,66.67891256429095,2317.714352240539,46630.312356243114,-76.82285648,536.0610105043669,-17.80237944,66.84889708,0,0,0,-97.70707137,-13.67225975,9331 days,553 days,232,28.879310344827587,166.5214242178223,-64.14466866,-0.630431998,259 days,48 days,1.1525927755438696,0.6775132712947641,-0.28770894,SSLStrategy,,
244,30/08/2020,28/07/2024,1428 days,48.292682926829265,2349.7690961265557,10639.785475273131,-76.50230904,-64.67749071,-92.41216258,19.951134876748903,0,0,0,-77.91525871,-45.31450772,1134 days,595 days,20,25,77.55444677500311,-29.38324629,-7.006793052,98 days,28 days,0.48674943120738057,-5.134343065,-1.791105391,SSLStrategy,,
67,27/09/1998,28/07/2024,9436 days,69.97776130467012,2439.761903705587,18174.43473660469,-75.60238096,6718.73937,-31.72933826,63.95005930446539,0,0,0,-88.78145161,-23.59296209,9086 days,1550 days,113,34.51327433628318,78.96516517029035,-34.79042589,-1.245530672,308 days,52 days,0.9288010949171124,-0.344107824,-0.838458672,SSLStrategy,,
142,21/03/1993,28/07/2024,11452 days,72.87721441661577,2557.9386359548257,26133.614527297017,-74.42061364,26416.578964448352,-26.21332439,77.53065052778845,0,0,0,-90.46753623,-18.69834306,8876 days,735 days,133,36.09022556390977,63.52487542843755,-25.76015091,-1.03084722,238 days,56 days,0.9351939820821281,-0.298347681,-0.452972365,SSLStrategy,,
60,9/01/1977,28/07/2024,17367 days,71.03142626913778,2570.798015289275,22952.566622581475,-74.29201985,294.59186390245725,-18.10728159,60.740803315448744,0,0,0,-91.9579887,-15.38976108,9219 days,1006 days,203,36.45320197044335,56.00693778718559,-32.89294753,-0.675209605,308 days,54 days,0.9962571998407781,-0.015232275,-0.580611017,SSLStrategy,,
9,18/05/2008,28/07/2024,5915 days,70.80378250591016,2598.1582972526458,12598.361501655578,-74.01841703,-50.2751391,-44.09352475,27.98008971134457,0,0,0,-79.52960647,-30.357109,5418 days,1453 days,71,26.76056338028169,47.31518375110553,-15.30643717,-1.884135748,329 days,53 days,0.5573635941386688,-1.574423715,-1.550206341,SSLStrategy,,
181,23/03/2008,28/07/2024,5971 days,72.48243559718969,2692.4961056518487,13080.646289062495,-73.07503894,126.73448419473567,-42.92472458,26.89797861667145,0,0,0,-82.15182976,-16.36261251,4361 days,579 days,77,27.27272727272727,23.90357288756666,-15.29892153,-1.703988885,238 days,50 days,0.6148176739667881,-1.436654618,-1.466231054,SSLStrategy,,
56,22/11/2009,28/07/2024,5362 days,64.14602346805736,2817.702658,13813.873582763672,-71.82297342,-23.66352332,-45.27118046,50.21628275,0,0,0,-90.14638172,-21.31002413,4858 days,872 days,62,29.03225806451613,66.36958549339337,-28.60780586,-2.027132699,245 days,49 days,0.8401974493570986,-0.949404741,-1.378416479,SSLStrategy,,
160,3/07/1994,28/07/2024,10983 days,67.57961783,2821.921899299536,181339.65480452534,-71.78078101,178.78937379548364,-25.4821254,71.40692773909097,0,0,0,-98.4523176,-11.88551784,8876 days,405 days,151,33.77483443708609,121.78466923729046,-28.41195701,-0.835089084,224 days,43 days,1.0968173199635454,0.46587422752585483,-0.057481227,SSLStrategy,,
54,9/11/1980,28/07/2024,15967 days,73.83873795,2833.216091773492,14291.935063339468,-71.66783908,8540.006353543682,-18.2677313,52.996173955478696,0,0,0,-88.03225315,-14.69996155,14000 days,1214 days,199,38.69346733668342,68.31513619389551,-20.03599382,-0.633076207,399 days,53 days,0.9651764011746706,-0.125459026,-0.744989128,SSLStrategy,,
76,28/09/1986,28/07/2024,13818 days,79.13924050632912,2921.2373522925295,11180.898399357795,-70.78762648,58061.18761000746,-20.34164366,53.91682404,0,0,0,-89.07607075,-37.91526365,11088 days,2714 days,168,45.23809523809524,42246.30914329553,-28.3431008,68.44047561656829,476 days,59 days,948.961002,3150.5116107966696,3.8744754072974072,SSLStrategy,,
245,27/06/2021,28/07/2024,1127 days,56.79012345679012,2943.764750347135,10000,-70.5623525,-60.0101366,-93.64094197,13.359292136992146,0,0,0,-77.49597403,-77.49597403,1008 days,1008 days,15,26.666666666666668,28.08350143351701,-36.88462303,-7.838854767,119 days,36 days,0.23181508742618076,-6.843383152,-2.132945039,SSLStrategy,,
24,21/09/2014,28/07/2024,3598 days,58.83495145631068,2977.7059402465693,21310.771208038328,-70.2229406,-19.26722383,-57.62398479,35.23452283736036,0,0,0,-86.0272258,-11.00810445,2436 days,220 days,41,21.951219512195124,81.43642314926991,-18.90634959,-2.879547575,329 days,45 days,0.7015945444644224,-1.835712526,-0.603234562,SSLStrategy,,
141,10/07/1966,28/07/2024,21203 days,75.47854785478549,3005.4430245548087,37987.811152009366,-69.94556975,91452.26631988521,-13.48173743,55.960322303876865,0,0,0,-92.89240389,-15.06785306,20538 days,2096 days,254,36.61417322834646,144478.6106255211,-21.69326595,21.339428377935633,322 days,57 days,548.0950241008682,1883.599386719412,2.843061191135401,SSLStrategy,,
219,20/11/2005,28/07/2024,6825 days,65.67622950819673,3006.6958473682366,19899.37891634941,-69.93304153,106.16601351910657,-36.20034856,69.42174439611651,0,0,0,-84.89050407,-13.91570493,3227 days,370 days,77,36.36363636363637,112.99135453879936,-28.61045039,-1.551606939,231 days,52 days,0.9873585997876975,-0.079187652,-0.628099758,SSLStrategy,,
47,6/10/2013,28/07/2024,3948 days,66.37168142,3075.8273272991123,10274.364966773986,-69.24172673,-21.83544426,-53.31102305,34.37797694845263,0,0,0,-72.06673533,-37.49229117,3843 days,1932 days,51,31.372549019607842,63.39869281045751,-20.65581916,-2.288720017,273 days,45 days,0.7246212193047376,-1.484533124,-1.406787178,SSLStrategy,,
71,4/11/2018,21/07/2024,2086 days,61.53846153846154,3198.2954756259883,10370.423452758789,-68.01704524,-35.64766545,-75.13225541,33.07154572388754,0,0,0,-84.87276712,-44.15426629,1939 days,977 days,24,29.166666666666668,56.59955910039021,-30.1731602,-4.645729068,147 days,47 days,0.6064863859455937,-3.151269194,-1.823940828,SSLStrategy,,
188,30/05/1993,28/07/2024,11382 days,64.29010449,3212.493992676706,21196.534072723385,-67.87506007,-66.73540112,-22.48863863,115.06429763419146,0,0,0,-95.58750424,-15.25957729,9583 days,704 days,131,33.587786259541986,255.51593182675555,-27.22862029,-0.866206877,238 days,49 days,1.2156044450921688,1.2213147593958975,-0.437363935,SSLStrategy,,
66,28/07/1985,28/07/2024,14245 days,69.35166994,3213.369841728191,13441.55375,-67.86630158,728.7273060191761,-18.41481056,84.40730888648791,0,0,0,-90.96356825,-41.26762354,12642 days,3530 days,168,47.023809523809526,4666.536139195261,-41.81266327,54.03189306,224 days,52 days,60.20249262049926,252.10111452691388,5.238226701853274,SSLStrategy,,
38,13/06/2021,28/07/2024,1141 days,57.31707317,3513.144117221829,10078.351992111206,-64.86855883,-62.15053862,-90.2524267,16.791970069228327,0,0,0,-72.74977078,-38.72362842,1043 days,532 days,19,26.31578947368421,25.091263706785295,-34.87270184,-5.38254468,126 days,28 days,0.44638456973351026,-4.389251102,-2.106555399,SSLStrategy,,
171,11/12/2005,28/07/2024,6804 days,66.70092497430626,3526.792243995641,51697.38121498106,-64.73207756,-54.54545455,-32.35911107,70.44634875920349,0,0,0,-93.27116344,-13.57822352,2590 days,250 days,77,31.16883116883117,70.78174773652263,-29.37950797,-1.349286171,245 days,52 days,0.9753824475173444,-0.133930401,-0.369036565,SSLStrategy,,
139,6/05/2012,28/07/2024,4466 days,59.937402190923315,3543.869041799304,12350.542177757025,-64.56130958,-82.71739102,-44.70837091,2439.1857313244604,0,0,0,-97.41833053,-72.58152595,3136 days,1461 days,46,36.95652173913043,1094.9170231966868,-50.49504908,-2.289579022,189 days,52 days,2.6010812488878745,20.834610986657488,-0.580134677,SSLStrategy,,
75,23/03/1980,28/07/2024,16198 days,71.01511879049676,3654.540595047463,21791.286457779403,-63.45459405,1481.110222588538,-14.67564999,62.55828030671759,0,0,0,-90.20155239,-15.61948018,9212 days,877 days,187,47.05882352941176,1085.3768572392023,-25.65281207,34.879558370430615,259 days,55 days,30.60413982526969,90.97785708454853,5.255883491826273,SSLStrategy,,
77,20/03/1994,28/07/2024,11088 days,72.05047318611987,3776.7582115077666,65451.90485094546,-62.23241788,2225.2698864491786,-20.08701539,95.48988819735094,0,0,0,-97.04654252,-17.14543281,8890 days,453 days,134,38.80597014925373,108.25965545190033,-35.64686692,-0.70994781,308 days,53 days,1.1466043029983377,0.7594006390451473,-0.143390184,SSLStrategy,,
224,20/12/2020,28/07/2024,1316 days,50.264550264550266,3831.7164128303502,11308.839904785156,-61.68283587,-43.25243735,-84.3165284,57.29510067119274,0,0,0,-76.52459398,-76.52459398,1211 days,1211 days,20,30,21.852150086783052,-31.16862578,-4.707410636,98 days,27 days,0.5209736215790878,-3.736022898,-1.571382393,SSLStrategy,,
3,6/01/2013,28/07/2024,4221 days,71.85430464,3839.583620223992,10366.414078292846,-61.6041638,412.3873505124495,-43.92349053,31.878160926547533,0,0,0,-68.96962547,-40.78884069,3871 days,2027 days,52,32.69230769230769,25.713258492674072,-14.14512125,-1.841474638,210 days,52 days,0.6051630487473335,-1.536503994,-2.065414822,SSLStrategy,,
180,4/10/2020,28/07/2024,1393 days,53.5,3844.125553474425,10000,-61.55874447,189.1304449232857,-82.53150243,25.865337539751827,0,0,0,-71.88445954,-71.88445954,1232 days,1232 days,16,31.25,20.442133581912092,-26.61735164,-5.81206081,91 days,40 days,0.4474452691772021,-4.867205729,-2.168218385,SSLStrategy,,
94,6/12/2020,28/07/2024,1330 days,52.879581151832454,4111.338849735259,10000,-58.8866115,-72.90322582,-81.70535216,30.298168725849138,0,0,0,-60.70723533,-60.70723533,1232 days,1232 days,20,25,18.49110889559229,-34.42138114,-4.35349243,112 days,29 days,0.3507911488299001,-3.759417071,-2.031553776,SSLStrategy,,
50,14/03/2021,28/07/2024,1232 days,54.80225988700565,4152.656869926451,10098.46788330078,-58.4734313,-58.90241474,-83.6720281,16.792397735697353,0,0,0,-68.74860924,-68.74860924,1113 days,1113 days,15,26.666666666666668,26.606527398718892,-26.34583556,-5.699154563,182 days,39 days,0.4377445009944031,-4.727556407,-1.991452747,SSLStrategy,,
202,10/01/2021,28/07/2024,1295 days,46.236559139784944,4183.680821552276,14548.734831314086,-58.16319178,-62.11312705,-81.91329276,30.700236414536437,0,0,0,-71.24367947,-27.69380971,987 days,289 days,19,21.052631578947366,20.614041522146167,-19.71274346,-4.485981823,77 days,25 days,0.3159033751201421,-4.057605515,-1.501417813,SSLStrategy,,
13,20/05/2012,28/07/2024,4452 days,35.16483516483517,4261.400347,10457.09251396179,-57.38599653,30.90909316097837,-38.66137017,21.223165077497562,0,0,0,-59.28896828,-16.63219066,1379 days,381 days,29,20.689655172413794,19.47103371381196,-15.96638779,-2.901276006,245 days,48 days,0.30721835956906307,-2.71875282,-2.152692106,SSLStrategy,,
113,1/04/2018,28/07/2024,2310 days,50.755287009063444,4378.658284749983,15101.418670272826,-56.21341715,-80.32154402,-59.77463871,83.89591,0,0,0,-84.97029825,-84.97029825,1981 days,1981 days,23,30.434782608695656,132.92764164657686,-26.6139237,-3.531050784,147 days,45 days,0.9644421988035261,-0.326111287,-0.815562863,SSLStrategy,,
206,11/12/1994,28/07/2024,10822 days,64.05946994182288,4427.068478946642,75034.87032167433,-55.72931521,978.3635678409604,-17.49040069,82.01685466334722,0,0,0,-95.53793179,-15.55529637,8820 days,494 days,122,34.42622950819672,316.4497743984966,-22.80685098,-0.669663125,378 days,50 days,1.3778099097980492,2.217329955610942,-0.098621657,SSLStrategy,,
115,27/08/1995,28/07/2024,10563 days,67.48344370860927,4478.432766895284,25852.358850936886,-55.21567233,143.82352145072932,-17.64887357,74.39600676975421,0,0,0,-86.15996934,-19.53181792,8729 days,937 days,121,40.49586776859504,134.60613690656967,-52.45098169,-0.664439929,294 days,52 days,1.1465284008064178,0.7268201239774141,-0.274800396,SSLStrategy,,
237,5/11/1978,28/07/2024,16702 days,66.56891495601172,4539.6032504319965,17655.887499999986,-54.6039675,5386.476353236607,-11.37544725,136.57635654154177,0,0,0,-96.22694699,-54.98748727,10038 days,3324 days,198,51.01010101,6544.521535061635,-45.87418301,90.86783636649032,301 days,50 days,87.03229794010886,443.8521136696451,5.369162296237464,SSLStrategy,,
49,16/06/2013,28/07/2024,4060 days,64.54388984509465,4580.128624262806,12304.508639259335,-54.19871376,-45.31963657,-38.7714277,62.55762983219346,0,0,0,-70.10354607,-46.28443598,3318 days,1967 days,52,28.846153846153843,57.50792322300058,-26.12779205,-1.494361704,189 days,44 days,0.9470344887008768,-0.311556643,-0.825587639,SSLStrategy,,
126,13/02/2011,28/07/2024,4914 days,67.14082503556187,4581.302898445122,13731.145505561826,-54.18697102,-32.20611995,-33.32172823,35.48624719617639,0,0,0,-72.84375796,-15.46573154,4081 days,680 days,55,30.909090909090907,30.767653756225076,-17.70364762,-1.411397244,203 days,54 days,0.6987259990841077,-1.089516586,-1.11793203,SSLStrategy,,
103,7/01/1962,28/07/2024,22848 days,70.38284839203676,4630.247234339803,39012.47866297256,-53.69752766,32080.387877776622,-8.247625423,70.05332876135559,0,0,0,-90.98365031,-21.19678318,9625 days,1252 days,253,32.015810276679844,84.20414927998851,-35.52857209,-0.305231553,371 days,57 days,1.1657329469500728,0.757905505,-0.200325005,SSLStrategy,,
186,23/08/2020,28/07/2024,1435 days,41.262135922330096,4764.646937427521,56241.29835510254,-52.35353063,-23.82314031,-73.11435506,313.9654200190785,0,0,0,-91.528206,-46.4011045,1309 days,662 days,17,17.647058823529413,129.36274958591838,-28.47182626,-4.27895778,77 days,28 days,0.9299662657491532,-0.659447845,-0.342328029,SSLStrategy,,
36,29/06/2008,28/07/2024,5873 days,63.69047619047619,4766.549528756108,33814.68381506204,-52.33450471,149.1525582971336,-27.5277034,122.15960709368998,0,0,0,-87.27094533,-24.9707328,4858 days,568 days,73,39.726027397260275,76.47058823529412,-27.00730089,-1.01016106,168 days,45 days,1.0628521654713707,0.37193453081301814,-0.290200467,SSLStrategy,,
45,23/03/1980,28/07/2024,16198 days,71.66306695464363,4787.4563772019255,62551.261058731965,-52.12543623,35398.272425692085,-10.96454867,70.48845240924786,0,0,0,-92.34634715,-16.2471373,8981 days,545 days,177,43.50282485875706,22419.19844403303,-25.30160595,84.51970476469721,427 days,59 days,362.77575248296375,1414.6504326100728,4.9814044343136255,SSLStrategy,,
150,2/07/2000,28/07/2024,8792 days,68.81463802704853,4970.818432579028,11987.132012138358,-50.29181567,351.57893666049887,-18.36985206,97.97974401688602,0,0,0,-71.93210751,-69.98171712,7609 days,4284 days,94,40.42553191489361,99.87622676866015,-45.75403691,-0.742468175,315 days,58 days,1.1643702009574413,1.0241288651588365,-0.503827836,SSLStrategy,,
17,3/01/2010,28/07/2024,5320 days,70.82785808147175,5030.826859683981,13349.158086967465,-49.6917314,57.253894731276624,-28.07221675,33.27676461093734,0,0,0,-62.51012424,-10.85283946,4753 days,511 days,62,32.25806451612903,27.303276378769304,-16.05114454,-1.06384853,301 days,54 days,0.7760752135577672,-0.753316674,-0.927344186,SSLStrategy,,
31,8/05/2022,28/07/2024,812 days,60.68376068376068,5117.217242240906,10000,-48.82782758,-19.14999962,-87.63240936,9.554634624897718,0,0,0,-51.92812677,-51.92812677,721 days,721 days,13,15.384615384615385,4.243447299581415,-15.11962146,-5.028827364,105 days,32 days,0.1111895808542248,-4.872667732,-3.24893334,SSLStrategy,,
86,26/01/1992,28/07/2024,11872 days,70.88980554,5128.7359879302485,31460.858538970926,-48.71264012,10470.77926753748,-13.37815182,94.59476175864302,0,0,0,-84.81965807,-21.48995209,6510 days,727 days,147,32.65306122,57.66872305851118,-31.22622183,-0.455513541,252 days,51 days,1.1124613915228332,0.5424344112041253,-0.201487617,SSLStrategy,,
132,2/08/2020,28/07/2024,1456 days,55.50239234449761,5282.046572532653,10960.390443229673,-47.17953427,17.750000953674316,-67.19812838,50.03819464109222,0,0,0,-51.80786123,-41.53687224,728 days,430 days,20,25,68.78107325,-21.19482031,-3.157972234,133 days,34 days,0.7578286968309346,-1.719621457,-0.860364861,SSLStrategy,,
35,9/04/2006,28/07/2024,6685 days,61.71548117154811,5555.0087140268015,24800.06976119995,-44.44991286,-79.40332845,-20.10477041,137.96380395246055,0,0,0,-95.72723377,-13.25985245,4837 days,431 days,71,32.3943662,229.57864975444423,-32.21162574,-0.82548395,413 days,52 days,1.406132918900844,3.0067701148173307,-0.277121583,SSLStrategy,,
102,25/10/2015,28/07/2024,3199 days,70.08733624454149,5582.105167140954,14522.683112392426,-44.17894833,102.9245374440325,-37.16344146,44.04106462896444,0,0,0,-66.75115013,-16.70448011,2786 days,507 days,40,35,35.92651144699357,-15.82846133,-1.448222712,210 days,50 days,0.7779514712010164,-0.962906882,-0.811793883,SSLStrategy,,
89,21/11/2010,28/07/2024,4998 days,62.0979021,5650.065074920649,10599.88268363952,-43.49934925,35.69761808554075,-25.28188843,54.18297198983449,0,0,0,-60.79434939,-42.16714824,3605 days,1610 days,56,33.92857142857143,101.21568786420676,-21.2582715,-1.015647458,280 days,49 days,0.9927992909057962,-0.031496872,-0.63887036,SSLStrategy,,
88,17/02/2002,28/07/2024,8197 days,65.61433447098976,5667.120932486052,149744.71329008337,-43.32879068,865.2261583572878,-16.2106489,5546.952583318421,0,0,0,-97.37094504,-34.61607668,4767 days,1009 days,92,31.521739130434785,2403.4100920643505,-48.61893771,-0.619163196,294 days,52 days,3.9562191840884666,23.905520471794656,-0.069800869,SSLStrategy,,
240,7/06/2020,28/07/2024,1512 days,62.21198156682027,5733.638484191891,10634.654802589415,-42.66361516,-0.100202692,-60.76505067,33.17283378624168,0,0,0,-48.62471201,-26.22702154,1281 days,476 days,22,27.27272727272727,28.76562777119105,-18.50921054,-2.500509643,112 days,36 days,0.6565981650211551,-1.898224867,-1.099424454,SSLStrategy,,
25,25/02/1973,28/07/2024,18781 days,68.70342771982116,5971.254121751751,26897.543124999982,-40.28745878,812.2161865234375,-6.77188188,72.82352214684529,0,0,0,-85.61868119,-16.51168009,9142 days,887 days,204,51.96078431,3429.620800142974,-30.48665139,103.39564759762649,259 days,57 days,153.3697323410012,487.92483547847985,7.426519021019828,SSLStrategy,,
216,25/09/2016,28/07/2024,2863 days,69.02439024390243,5979.633859558098,26015.288082275387,-40.2036614,3129.2118093909853,-36.73173607,133.47617736443806,0,0,0,-82.65902324,-26.50151127,1316 days,321 days,34,41.17647058823529,66.15147867463085,-32.21588782,-1.526385422,196 days,52 days,1.0939992484593861,0.7968452588000138,-0.289168077,SSLStrategy,,
179,21/04/2019,28/07/2024,1925 days,63.40579710144928,6024.221704,30525.55645,-39.75778296,59.057385164126174,-48.84041932,78.67449226,0,0,0,-80.34013892,-13.87316538,1267 days,161 days,22,18.181818181818183,343.85397513678936,-30.89190047,-2.286098844,287 days,49 days,1.8332495929747241,7.6057143889705925,-0.148202568,SSLStrategy,,
192,8/04/1962,28/07/2024,22757 days,72.44772447724476,6127.404193686794,27559.792053222034,-38.72595806,17667.97721099359,-5.349217066,54.76171833976501,0,0,0,-81.95994219,-15.72096853,11389 days,1411 days,255,44.31372549019608,18675.612258468274,-20.23928611,71.07598941,483 days,58 days,464.56505376508716,1396.223739154583,5.4529280285007955,SSLStrategy,,
205,13/06/2010,28/07/2024,5159 days,63.41463414634146,6166.8031187772685,12126.36209593773,-38.33196881,579.6550249962776,-21.26498267,79.62690370702073,0,0,0,-72.26784867,-27.36538458,4802 days,1617 days,51,39.21568627450981,104.97969036860422,-41.64333186,-0.944476251,252 days,58 days,1.1507285398883882,0.9013962655971847,-0.447721872,SSLStrategy,,
26,7/01/1962,28/07/2024,22848 days,69.09647779479326,6371.748685012418,24012.341326966285,-36.28251315,21999.49629,-4.913746862,70.84449341471183,0,0,0,-85.31606461,-14.68520943,21343 days,1879 days,262,30.15267175572519,137.62022237692594,-27.33698625,-0.181924953,539 days,54 days,1.2593454021132557,1.174470119551998,-0.145736521,SSLStrategy,,
119,15/11/2020,28/07/2024,1351 days,48.96907216494845,6388.559167461391,12200.33983827591,-36.11440833,-42.29692058,-56.95956714,102.66775007533724,0,0,0,-65.50497358,-35.974862,1064 days,567 days,18,33.33333333333333,56.90854793937119,-26.53348309,-2.462393677,105 days,30 days,0.8453661445054478,-1.056644436,-0.746562505,SSLStrategy,,
5,13/12/2020,28/07/2024,1323 days,60,6451.847460174561,11178.787525939942,-35.4815254,3.5762985476043534,-56.90835018,45.97180287080422,0,0,0,-48.64848435,-33.10616978,987 days,602 days,18,38.88888888888889,24.347599581479983,-17.99970366,-2.453224529,154 days,38 days,0.598897888,-2.005162363,-1.135075078,SSLStrategy,,
48,18/04/2021,28/07/2024,1197 days,58.720930232558146,6696.425414886471,10170.712166137695,-33.03574585,-28.34502995,-57.30050667,177.20127017638129,0,0,0,-59.29273239,-39.9092799,987 days,557 days,19,31.57894736842105,37.23154058169595,-35.32135076,-2.120483962,70 days,31 days,0.9175682449597814,-0.575177958,-0.691733512,SSLStrategy,,
221,12/05/2019,28/07/2024,1904 days,62.637362637362635,6719.646795043942,11586.063283538817,-32.80353205,59.10512358719928,-41.22903382,75.37060135781324,0,0,0,-62.22178829,-27.0318365,1267 days,434 days,22,40.909090909090914,39.48191521276077,-22.69076393,-1.79365706,161 days,48 days,0.9007666131690619,-0.648943792,-0.599742516,SSLStrategy,,
21,16/05/2021,28/07/2024,1169 days,55.952380952380956,6884.6865022563925,16959.000457820894,-31.15313498,-58.13953769,-55.55897592,309.05942852634206,0,0,0,-79.16234969,-40.46217634,980 days,532 days,13,30.76923076923077,50.971177168439375,-39.57031351,-2.834496647,112 days,44 days,1.0288158684583157,0.29452877974718294,-0.442642847,SSLStrategy,,
209,4/07/2021,28/07/2024,1120 days,54.037267080745345,6914.400897827145,11309.416066284179,-30.85599102,-47.49943986,-56.67778631,82.82442227651364,0,0,0,-53.84469949,-29.63267099,987 days,508 days,14,35.714285714285715,30.51330970495716,-25.63666644,-2.612178215,119 days,37 days,0.7685816037170349,-1.518874891,-0.749094123,SSLStrategy,,
197,18/09/1994,28/07/2024,10906 days,66.70942912123155,7080.847476,20320.719999999994,-29.19152524,-15.9999998,-7.763823676,192.20217156071172,0,0,0,-95.1050861,-43.15155382,8911 days,1348 days,121,32.231404958677686,139.7986115,-50.60290508,-0.28689461,252 days,54 days,1.4109328282984759,2.5799353382011834,-0.18361719,SSLStrategy,,
172,25/04/2021,28/07/2024,1190 days,48.53801169590643,7123.711916637421,10060.829831237794,-28.76288083,-84.05932538,-51.51568439,82.05419678089537,0,0,0,-50.10359022,-50.10359022,1057 days,1057 days,12,33.33333333333333,40.84257887391942,-22.29189599,-2.802625595,112 days,42 days,0.7835410964763879,-1.526016785,-0.751580756,SSLStrategy,,
227,20/09/2020,28/07/2024,1407 days,41.089108910891085,7335.499730186461,15539.95251739502,-26.6450027,-77.1762974,-42.87308069,97.93890146494996,0,0,0,-58.62445693,-23.47855432,987 days,287 days,14,42.857142857142854,26.49962556695733,-29.5664666,-2.202123775,133 days,35 days,0.859746768,-0.936687055,-0.40298382,SSLStrategy,,
229,23/03/1980,28/07/2024,16198 days,72.31101512,7343.640616216535,96725.87635528561,-26.56359384,5099.752483437845,-4.751399499,62.901971097266006,0,0,0,-93.93585144,-10.39600492,11788 days,405 days,190,40.526315789473685,3717.639055424514,-32.1617206,20.610975762677697,273 days,55 days,37.59619038841693,131.85755427651836,3.674512737,SSLStrategy,,
200,5/03/2017,28/07/2024,2702 days,62.273901808785524,7379.9037901687625,30285.015413074492,-26.2009621,-49.8708016,-24.91525782,154.46696349341445,0,0,0,-80.07015439,-21.41780927,1246 days,287 days,24,37.5,121.81733911081434,-29.08957804,-1.267392952,203 days,64 days,1.3242366077915841,3.394236103254744,-0.14028279,SSLStrategy,,
117,25/05/2014,28/07/2024,3717 days,63.721804511278194,7413.661675338731,43829.98645500182,-25.86338325,28.159202686533714,-18.56131564,85.53243713248368,0,0,0,-84.73553789,-11.72090041,1253 days,165 days,39,28.205128205128204,101.4108855235321,-30.44080854,-0.771617865,259 days,54 days,1.191769433211335,1.2487651094568442,-0.10427022,SSLStrategy,,
11,14/10/2018,28/07/2024,2114 days,61.386138613861384,7416.835624656673,28413.919381179807,-25.83164375,-51.2877526,-30.23096195,149.97652579915027,0,0,0,-73.8971751,-25.68109284,791 days,192 days,27,29.629629629629626,132.75978150565132,-26.83027178,-1.101660739,203 days,42 days,1.2415356255570928,1.6908833067198827,-0.155990146,SSLStrategy,,
