,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,,
136,13/11/2016,28/07/2024,2814 days,67.24565756823822,10507.563682327267,16398.387840347288,5.075636823272671,88.75877992986777,4.586238586712876,73.46186673270539,0.062430194,0.098486611,0.12477324020777088,-36.75658802,-9.696117835,1512 days,245 days,27,40.74074074074074,29.268574947598136,-25.7768702,0.18173292833283394,245 days,64 days,1.2068137399772616,0.7260167989682402,0.074575922,SSLStrategy,,
78,17/06/2001,28/07/2024,8442 days,71.58243579121789,15103.365547604519,54253.74205381867,51.03365547604519,571.4464260972003,13.27977346568725,109.17421031547518,0.12163837436802484,0.2509334813118246,0.15081302411909342,-88.05455327,-12.86198687,3934 days,282 days,96,36.45833333333333,69.70819336838589,-25.25951535,0.4299609847626229,294 days,56 days,1.3411215211226073,1.5521191961990575,0.15389138111932654,SSLStrategy,,
189,3/04/2016,28/07/2024,3038 days,56.09195402298851,61461.758267500256,677279.9747560144,514.6175826750025,330.4182206178576,358.8841204752468,70637.96663395833,0.005080612,2.8009156626195013,3.874469881491373,-92.62792884,-38.44538685,1253 days,354 days,30,33.33333333333333,891.7379795845994,-36.7602896,6.238431618115214,189 days,50 days,4.139277622684107,35.733767462000934,0.15970762369281524,SSLStrategy,,
51,16/06/2019,28/07/2024,1869 days,70.89552239,15291.11159233093,21993.19118217468,52.911115923309296,302.33790510346535,78.31791823650363,248.67170523214358,0.31494503230028187,1.0921168246208033,1.3982652268500022,-56.01077445,-18.94215894,1239 days,184 days,17,52.94117647058824,96.60505741912722,-30.75296974,2.5036213464544765,231 days,72 days,1.8680567221938156,6.370571536849557,0.4214925227549879,SSLStrategy,,
41,28/01/2007,28/07/2024,6391 days,68.92778993,15515.006180229922,30495.800872002383,55.15006180229922,258.4293342646388,19.17236581576105,967.5674488394305,0.019815017,0.1798778537305177,0.20402149016990437,-93.97228596,-33.64508164,5047 days,690 days,95,32.631578947368425,868.9080166849224,-38.72547787,0.4632622670915687,308 days,40 days,2.7728287151809083,15.859380046618158,0.21100929864482543,SSLStrategy,,
95,4/06/1972,28/07/2024,19047 days,67.74430566,15730.520619125336,30463.166151962247,57.30520619125337,729.7620329053759,6.262930634423203,90.02702551485362,0.069567228,0.13082204345178194,0.077484938,-80.82771682,-17.05457431,9023 days,581 days,215,38.604651162790695,65.6314466,-27.19269295,0.21032131242635366,259 days,54 days,1.2403853673164618,1.015673877618745,0.2767408705844101,SSLStrategy,,
46,29/01/2006,28/07/2024,6755 days,73.29192546583852,67315.67560885187,71550.17085192438,573.1567560885187,6035.071077127988,105.54222431676004,180.38215354511885,0.585103472,2.210767225941196,1.5478766889690794,-68.18516298,-10.08906657,3451 days,195 days,69,33.33333333333333,96.64696967374174,-18.0511273,2.802308673422216,413 days,65 days,2.0017651495461064,4.651795951426134,1.1581778726963707,SSLStrategy,,
79,22/11/2009,28/07/2024,5362 days,72.22946544980444,67860.74206,129130.84177188869,578.6074205608361,3243.5654780595096,148.74290658919227,253.29871432293567,0.587223299,2.731733578,2.7816209431300374,-53.47346372,-9.426263248,2436 days,142 days,48,43.75,147.39732169885937,-17.61339692,4.070487639051779,371 days,74 days,2.653977435866223,7.561538849102492,0.7324073791981165,SSLStrategy,,
241,27/08/1972,28/07/2024,18963 days,74.24354243542436,10664.906441372794,80653.57079310315,6.649064413727938,328516.6285,0.8707925023143659,67.31666896436725,0.012935763395769073,0.021467027610591816,0.009654029,-90.19990847,-15.26204169,8974 days,597 days,232,35.34482759,74.80579652859112,-24.15390581,0.027206913862620752,343 days,54 days,1.1931368502972455,0.6792090917282229,0.012807638,SSLStrategy,,
30,3/04/1994,28/07/2024,11074 days,71.00442198,72086.37968610709,679288.7495718477,620.8637968610708,896.0005329679941,57.68826802639242,208.77993096194362,0.2763113665216598,0.8832999712740082,0.6234125900656504,-92.5362576,-14.20847752,8659 days,429 days,120,37.5,1012.7450980392158,-45.48588956,1.6597618337519826,441 days,59 days,2.5553690437977172,10.136806595060605,0.11792351651781033,SSLStrategy,,
166,7/05/2000,28/07/2024,8848 days,68.22134387351778,16360.101411647767,51377.535910549144,63.60101411647767,235.85629034898955,15.261770420773836,185.72063797189827,0.082175953,0.22282315193686342,0.2142791522835857,-71.22377636,-29.12749516,3682 days,510 days,103,36.89320388349515,203.62891366647685,-28.6122196,0.47769841619988984,210 days,52 days,1.4736560993959076,2.906201038632351,0.15672794572226778,SSLStrategy,,
159,7/12/1980,28/07/2024,15939 days,72.30026338893767,81190.57155287151,207736.56777601608,711.9057155287151,41261.45241477273,39.87126704143644,103.39384156109077,0.3856251633505493,0.9210763315564447,0.6530228985859012,-61.05646085,-10.68481431,7021 days,287 days,158,45.56962025316456,96.07843137,-22.54706572,1.3343457076708587,301 days,66 days,1.5971307513374438,2.402655470034955,0.5162402186607583,SSLStrategy,,
7,30/06/1991,28/07/2024,12082 days,72.26404169079328,17585.84265255444,68458.80290493488,75.85842652554439,425.0345125326233,12.671748217845114,110.4158358215413,0.11476386628387004,0.2325044683546187,0.1401074549930944,-90.44306899,-13.05404466,8701 days,383 days,143,41.25874125874126,101.54645516498411,-62.50537812,0.3954159138787494,287 days,55 days,1.4585779637207816,2.0963106994148637,0.13892257294662627,SSLStrategy,,
93,23/03/1980,28/07/2024,16198 days,68.81209503239741,88320.33254682375,1424490.4447888942,783.2033254682375,55187.713069608275,40.98175659224792,150.2773322707174,0.27270750666788024,0.7285124216302833,0.42310035756842096,-96.86060496,-12.81597433,8939 days,312 days,183,40.98360655737705,32552.693533898226,-36.40170445,74.48887853960804,413 days,54 days,341.29624319936664,1715.946613367087,4.8025079626418865,SSLStrategy,,
59,19/09/1999,28/07/2024,9079 days,66.25577812,17984.745554406625,20584.54613603591,79.84745554406625,-29.18023655,17.945006831434497,123.24527161598107,0.14560401868681175,0.3335743787508559,0.228282707,-78.60870014,-11.05918664,6251 days,371 days,107,37.38317757009346,259.4771176901261,-30.40140439,0.5493967054102988,392 days,50 days,1.5424903660628215,2.532013711,0.41219092374460836,SSLStrategy,,
228,24/03/2002,28/07/2024,8162 days,66.15252784918594,18151.72102255816,76411.81677190779,81.51721022558158,389.6366326411045,20.49836335360755,130.2696131232168,0.15735337552756046,0.3855103755556659,0.23341634375102321,-87.81888631,-14.13346189,4942 days,261 days,94,36.17021276595745,69.04025652945958,-24.29883804,0.6364336893109224,287 days,51 days,1.3786701630500031,1.8711528358706055,0.204470105,SSLStrategy,,
183,7/11/1993,28/07/2024,11221 days,67.33167082294264,18212.646332435525,83176.51242057796,82.12646332435524,1034.857177734375,14.617116729864987,166.98849245064278,0.087533677,0.21407798530268551,0.16726154704875507,-87.39077802,-22.07298069,6874 days,519 days,125,34.4,208.756987,-37.38671939,0.48038768500673346,322 days,54 days,1.5395582848458313,3.1883449280671368,0.12536647515958957,SSLStrategy,,
4,9/03/1997,28/07/2024,10003 days,56.433566433566426,18242.76330802791,156230.04566276903,82.42763308027908,366.6666578363487,16.58482154236598,78.36978209810452,0.2116226573350024,0.4471115967464787,0.18718431335926763,-88.60155664,-8.339931753,4186 days,216 days,94,40.42553191489361,113.27694212873939,-15.48867446,0.6415312811210327,280 days,54 days,1.4890410979628637,1.9726264410900178,0.10445318737707748,SSLStrategy,,
161,12/12/2021,28/07/2024,959 days,70.28985507246377,18373.941180863378,19627.86883291721,83.73941180863378,5.822781081613111,399.79970560200735,497.07240175687735,0.8043087972475145,7.676053845982914,8.879696813763264,-45.02402661,-9.498027956,273 days,72 days,10,60,52.41273455192139,-13.87209533,6.274500238892333,203 days,61 days,2.964519324164727,8.280118388567082,1.138392635631503,SSLStrategy,,
14,23/03/1980,28/07/2024,16198 days,65.09719222462202,99123.99946847661,143834.2409481214,891.2399946847661,4858.742484093531,43.57040008455171,243.81655071637863,0.1787015686856931,0.6046852862107791,0.45958496591370457,-94.80379759,-25.0409096,7392 days,718 days,180,40.55555555555556,4659.522482931985,-42.75971258,18.68348002425444,301 days,52 days,27.536293699007217,164.52259266884346,2.9012229946198786,SSLStrategy,,
199,1/04/2007,28/07/2024,6328 days,71.27071823204419,10970.438634834281,19582.876203193657,9.704386348342814,7815.016859562065,3.8061146529034584,162.1418107984296,0.023473986,0.05075126,0.047418653,-80.26619012,-37.16634952,5040 days,1237 days,67,32.83582089552239,199.6216030271758,-39.0100859,0.17265706104307998,301 days,61 days,1.568586841271196,4.159015859155989,0.070426833,SSLStrategy,,
